letter,x,y
4.0000000000,-4.0394931266,-0.5445864026
4.0000000000,-4.0169931254,-0.5056152602
4.0000000000,-4.0666401179,-0.4196241462
4.0000000000,-4.0500911212,-0.4482878508
4.0000000000,-4.0335421222,-0.4769515555
4.0000000000,-4.1904152064,-0.6340088865
4.0000000000,-4.1679152052,-0.5950377441
4.0000000000,-4.1285276622,-0.5268165164
4.0000000000,-4.0891401191,-0.4585952886
4.0000000000,-4.1738662097,-0.6626725912
4.0000000000,-4.1573172107,-0.6913362959
4.0000000000,-4.5179764134,-0.4196241462
4.0000000000,-4.4954764145,-0.3806530037
4.0000000000,-4.4353110183,-0.2764434813
4.0000000000,-4.3751456222,-0.1722339588
4.0000000000,-4.3526456232,-0.1332628164
4.0000000000,-4.4022926157,-0.0472717024
4.0000000000,-4.3857436190,-0.0759354070
4.0000000000,-4.3691946200,-0.1045991117
4.0000000000,-4.6172703984,-0.4196241462
4.0000000000,-4.5947703995,-0.3806530037
4.0000000000,-4.5381111371,-0.2825162833
4.0000000000,-4.4814518770,-0.1843795652
4.0000000000,-4.4247926147,-0.0862428448
4.0000000000,-4.3076456231,-0.1332628164
4.0000000000,-4.1902090992,-0.1332628164
4.0000000000,-4.0727725776,-0.1332628164
4.0000000000,-3.9553360538,-0.1332628164
4.0000000000,-3.9103360536,-0.1332628164
4.0000000000,-3.9599830461,-0.0472717024
4.0000000000,-3.9434340494,-0.0759354070
4.0000000000,-3.9268850504,-0.1045991117
